scope,storage_root,field_path,field_label,data_type,format,requiredness,required_when,allowed_values,sensitive,persistence_status,derived_or_input,collection_min,collection_max,initial_item_count,sync_party_ids,source_file,source_symbol,source_line,notes
plan_annual,D,q9MentalSubstance,Mental disability: substance-related,boolean,,conditional,at least one Q9 mental disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9MentalAlzheimers,Mental disability: Alzheimer's,boolean,,conditional,at least one Q9 mental disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9MentalNone,Mental disability: none,boolean,,conditional,at least one Q9 mental disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9MentalOther,Mental disability: other,boolean,,conditional,at least one Q9 mental disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9MentalExplain,"Explanation for ""Other"" mental disability",string,,conditional,q9MentalOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysMobility,Physical disability: mobility,boolean,,conditional,at least one Q9 physical disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysBlindness,Physical disability: blindness,boolean,,conditional,at least one Q9 physical disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysDeafness,Physical disability: deafness,boolean,,conditional,at least one Q9 physical disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysDiabetic,Physical disability: diabetic,boolean,,conditional,at least one Q9 physical disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysParkinsons,Physical disability: Parkinson's,boolean,,conditional,at least one Q9 physical disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysArthritis,Physical disability: arthritis,boolean,,conditional,at least one Q9 physical disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysNone,Physical disability: none,boolean,,conditional,at least one Q9 physical disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysOther,Physical disability: other,boolean,,conditional,at least one Q9 physical disability option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9PhysExplain,"Explanation for ""Other"" physical disability",string,,conditional,q9PhysOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesDentures,Currently uses: dentures,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesHearingAid,Currently uses: hearing aid,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesWheelchair,Currently uses: wheelchair,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesWalker,Currently uses: walker,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesCrutches,Currently uses: crutches,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesProsthetics,Currently uses: prosthetics,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesGlasses,Currently uses: glasses,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesNone,Currently uses: none,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesOther,Currently uses: other,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9UsesExplain,"Explanation for ""Other"" device currently used",string,,conditional,q9UsesOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsDentures,Needs: dentures,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsHearingAid,Needs: hearing aid,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsWheelchair,Needs: wheelchair,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsWalker,Needs: walker,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsCrutches,Needs: crutches,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsProsthetics,Needs: prosthetics,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsGlasses,Needs: glasses,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsNone,Needs: none,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsOther,Needs: other,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q9NeedsExplain,"Explanation for ""Other"" device needed",string,,conditional,q9NeedsOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10NoDirectives,No pre-existing advance directives,boolean,,conditional,exactly one of q10NoDirectives/q10Executed must be true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10StepResidence,Verification step: checked residence,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10StepSafeDeposit,Verification step: checked safe deposit box,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10StepInterviewed,Verification step: interviewed ward,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10StepMedicalProviders,Verification step: checked with medical providers,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10StepAttorney,Verification step: checked with attorney,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Executed,Advance directives executed,boolean,,conditional,exactly one of q10NoDirectives/q10Executed must be true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10ExecDNR,Executed directive: Do Not Resuscitate,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10ExecHealthcare,Executed directive: health care surrogate,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10ExecPOA,Executed directive: power of attorney,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10ExecOther,Executed directive: other,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10ExecOtherText,"Description of ""Other"" executed directive",string,,conditional,q10ExecOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q11NoRemuneration,No remuneration received,boolean,,conditional,either q11NoRemuneration is checked or received-name/amount/from is filled,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q11NoRemunerationName,Declaring guardian's name,string,,conditional,q11NoRemuneration is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q11ReceivedName,Declaring guardian's name,string,,conditional,remuneration was received,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q11Amount,Amount received,decimal,currency,conditional,remuneration was received,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q11From,Received from (person or company),string,,conditional,remuneration was received,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q11SubmittedToCourt,Reimbursement/fee requests submitted to court,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,certIncapacitatedNoCopy,"Certification: ward declared incapacitated, no copy given",boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,certMinorNoCopy,"Certification: ward is a minor, no copy given",boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,certConsulted,Certification: guardian consulted with ward,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,certNoRestriction,Certification: plan does not restrict ward's liberty,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,certProvidesMedical,Certification: plan provides for ward's medical care,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,certRecognizeRights,Certification: guardian recognizes ward's retained rights,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,certRightsChangedExplain,Explanation when rights changed but no petition filed,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,attorney_signatureDate,Attorney signature date,date,iso-date,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,attorney_bar,Attorney bar number,string,bar-number,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,attorney_phone,Attorney phone,string,phone,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,attorney_street,Attorney street,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,attorney_cityStateZip,Attorney city/state/ZIP,string,zip,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,inceptionDate,Guardianship inception date,date,iso-date,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,lettersSignedDate,Date Letters of Guardianship were signed,date,iso-date,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,successorGuardianship,Successor guardianship indicator,enum,,optional,,Successor; Standby; Surrogate; Emergency Temporary Guardianship; None,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Existing control converted to GD-workslip-derived lifecycle select; legacy free-text values are preserved as selected ad hoc options until user changes them.
plan_initial,D,guardianNames,Guardian name(s),string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,attorneyName,"Attorney name (cover, display only)",string,,optional,"Cosmetic-only cover display field, distinct from the validated attorney_name certification field",,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,wardLiving,Where the ward is living,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,residenceAddress,Address where ward resides,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,residenceCityStateZip,City/state/ZIP where ward resides,string,zip,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,residencePhone,Phone where ward resides,string,phone,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,mailingAddress,Ward's mailing address,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,mailingCityStateZip,Ward's mailing city/state/ZIP,string,zip,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q1PreexistingDirectives,Pre-existing advance directives narrative,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q2Explain,"Explanation for ""Other"" residential setting",string,,conditional,q2Setting is Other,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q4Explain,Mental health service explanation,string,,conditional,q4Mental is 'Other' or 'None',,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q5Explain,"Explanation for ""Other"" personal care",string,,conditional,q5Personal is Other,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,committeeExplain,Explanation when committee recommendations not incorporated,string,,conditional,committeeIncorporated is 'No',,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11NoDirectives,No pre-existing advance directives,boolean,,conditional,exactly one of q11NoDirectives/q11Executed must be true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11StepResidence,Verification step: checked residence,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11StepSafeDeposit,Verification step: checked safe deposit box,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11StepInterviewed,Verification step: interviewed ward,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11StepMedicalProviders,Verification step: checked with medical providers,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11StepAttorney,Verification step: checked with attorney,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11Executed,Advance directives executed,boolean,,conditional,exactly one of q11NoDirectives/q11Executed must be true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11ExecDNR,Executed directive: Do Not Resuscitate,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11ExecHealthcare,Executed directive: health care surrogate,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11ExecPOA,Executed directive: power of attorney,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11ExecOther,Executed directive: other,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,q11ExecOtherText,"Description of ""Other"" executed directive",string,,conditional,q11ExecOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,certIncapacitatedNoCopy,"Certification: ward declared incapacitated, no copy given",boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,certMinorNoCopy,"Certification: ward is a minor, no copy given",boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,certConsulted,Certification: guardian consulted with ward,boolean,,conditional,at least one certification statement must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,certRecognizeRights,Certification: guardian recognizes ward's retained rights,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,certNoRestriction,Certification: plan does not restrict ward's liberty,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,certProvidesCare,Certification: plan provides for ward's care,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,attorney_name,Attorney name,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,attorney_bar,Attorney bar number,string,bar-number,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,attorney_phone,Attorney phone,string,phone,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,attorney_street,Attorney street,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,attorney_cityStateZip,Attorney city/state/ZIP,string,zip,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,attorney_signatureDate,Attorney signature date,date,iso-date,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_minor,D,certIncapacitated,Certification: ward declared incapacitated,boolean,,conditional,at least one certification statement must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_minor,D,certMinor,Certification: ward is a minor,boolean,,conditional,at least one certification statement must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_minor,D,certConsulted,Certification: guardian consulted with minor,boolean,,conditional,at least one certification statement must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_minor,D,certNoRestriction,Certification: plan does not restrict minor's liberty,boolean,,conditional,at least one certification statement must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_minor,D,certProvidesCare,Certification: plan provides for minor's care,boolean,,conditional,at least one certification statement must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_minor,D,certPhysicianAttached,Certification: physician's statement attached,boolean,,conditional,at least one certification statement must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
annual_accounting,D,certRecipients[].name,Certificate-of-service recipient name,string,,optional,,,none,persisted,input,1,unbounded,4,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.certRecipients / emptyDataAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
annual_accounting,D,certRecipients[].line2,Recipient address line 2,string,,optional,,,none,persisted,input,1,unbounded,4,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.certRecipients / emptyDataAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
annual_accounting,D,certRecipients[].line3,Recipient address line 3,string,,optional,,,none,persisted,input,1,unbounded,4,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.certRecipients / emptyDataAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
annual_accounting,D,certRecipients[].line4,Recipient address line 4,string,,optional,,,none,persisted,input,1,unbounded,4,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.certRecipients / emptyDataAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
guardian_inventory,D,bondWaivedDate,Bond waived date,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
